,category,message
330,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
331,ham,Sorry me going home first... Daddy come fetch Ã¼ later...
332,ham,Yes baby! We can study all the positions of the kama sutra ;)
333,ham,Carlos'll be here in a minute if you still need to buy
334,ham,Have a good evening! Ttyl
335,ham,Ho ho - big belly laugh! See ya tomo
336,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just Â£1.50 per wk 2 opt out send STOP 08452810071 16
337,ham,"I've got  &lt;#&gt; , any way I could pick up?"
338,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
339,ham,Cause I'm not freaky lol
340,ham,What is this 'hex' place you talk of? Explain!
341,ham,Is xy going 4 e lunch?
342,ham,I wanted to ask Ã¼ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
343,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
344,ham,Thanks love. But am i doing torch or bold.
345,ham,Was the farm open?
346,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
347,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
348,ham,"Aight, you close by or still down around alex's place?"
349,ham,Mum ask Ã¼ to buy food home...
350,ham,How much r Ã¼ willing to pay?
351,ham,What is important is that you prevent dehydration by giving her enough fluids
352,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
353,ham,So when do you wanna gym harri
354,spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
355,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
356,spam,08714712388 between 10am-7pm Cost 10p
357,ham,He also knows about lunch menu only da. . I know
358,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50
359,spam,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
360,ham,Oh is it? Send me the address
361,ham,That is wondar full flim.
362,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
363,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
364,ham,Exactly. Anyways how far. Is jide her to study or just visiting
365,spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
366,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
367,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
368,ham,Thanks for looking out for me. I really appreciate.
369,ham,Wish i were with you now!
370,ham,Yes i will be there. Glad you made it.
371,ham,Just got up. have to be out of the room very soon. â€¦. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
372,ham,Men like shorter ladies. Gaze up into his eyes.
373,ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
374,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
375,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
376,ham,Dont gimme that lip caveboy
377,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
378,ham,Cant think of anyone with * spare room off * top of my head
379,ham,U should have made an appointment
380,spam,"Romantic Paris. 2 nights, 2 flights from Â£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
381,spam,Urgent Ur Â£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 Â£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
382,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
383,ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
384,ham,I cant pick the phone right now. Pls send a message
385,ham,Not getting anywhere with this damn job hunting over here!
386,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
387,ham,Just sleeping..and surfing
388,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
389,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
390,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
391,ham,Beerage?
392,ham,Dont think so. It turns off like randomlly within 5min of opening
393,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
394,spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, Â£3 per pole. UnSub 08718727870."
395,ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
396,ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATÂ’S AL!!!!!!!!!
397,ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
398,spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
399,ham,Ok i msg u b4 i leave my house.
400,spam,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16"
401,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
402,ham,K I'll be there before 4.
403,ham,"sure, but make sure he knows we ain't smokin yet"
404,ham,I am taking half day leave bec i am not well
405,ham,S:)s.nervous  &lt;#&gt; :)
406,spam,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
407,spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
408,ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
409,ham,Then why you not responding
410,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
411,spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
412,ham,Have a good evening! Ttyl
413,ham,Hahaha..use your brain dear
414,ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
415,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
416,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
417,ham,Surely result will offer:)
418,spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
419,spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
420,ham,I luv u soo much u donÂ’t understand how special u r 2 me ring u 2morrow luv u xxx
421,ham,Our Prashanthettan's mother passed away last night. pray for her and family.
422,ham,K.k:)when are you going?
423,ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
424,ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
425,ham,U reach orchard already? U wan 2 go buy tickets first?
426,ham,No da if you run that it activate the full version da.
427,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
428,ham,Going to take your babe out ?
429,ham,Spoons it is then okay?
430,ham,In work now. Going have in few min.
431,ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
432,ham,Dude ive been seeing a lotta corvettes lately
433,ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
434,spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
435,ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
436,ham,I'll text you when I drop x off
437,ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
438,ham,Are you in castor? You need to see something
439,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
440,spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
441,ham,I love to give massages. I use lots of baby oil... What is your fave position?
442,ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
443,ham,I like to talk pa but am not able to. I dont know y.
444,ham,You unbelievable faglord
445,ham,Why do you ask princess?
446,ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
447,ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
448,ham,Hope you are having a good week. Just checking in
449,ham,"Thursday night? Yeah, sure thing, we'll work it out then"
450,ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
451,ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
452,ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
453,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
454,ham,WHITE FUDGE OREOS ARE IN STORES
455,ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
456,ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
457,ham,"Call me da, i am waiting for your call."
458,ham,Was actually about to send you a reminder today. Have a wonderful weekend
459,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
460,ham,When u wana see it then
461,ham,It shall be fine. I have avalarr now. Will hollalater
462,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
463,ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
464,ham,Oh all have to come ah?
465,ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
466,ham,So do you have samus shoulders yet
467,spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or Â£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
468,ham,"Since when, which side, any fever, any vomitin."
469,spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
